publication_number,title,abstract,filing_date,publication_date,patent_text
US-2023310080-A1,Artificial intelligence-based systems and methods for automatic measurements for pre-procedural planning,"A computer implemented method to automatically measure structural features of anatomies using an automatic measurement system, the method includes receiving medical images of the anatomies. The method includes detecting landmarks of the anatomies based on the medical images using an artificial intelligence (AI)-based model and constructing an anatomical structural model of the anatomies based on the detected landmarks. The method includes making quantifying measurements of selected structural features of the anatomical structural model and generating a report including the quantifying measurements.",20230331,20231005,"Artificial intelligence-based systems and methods for automatic measurements for pre-procedural planning. A computer implemented method to automatically measure structural features of anatomies using an automatic measurement system, the method includes receiving medical images of the anatomies. The method includes detecting landmarks of the anatomies based on the medical images using an artificial intelligence (AI)-based model and constructing an anatomical structural model of the anatomies based on the detected landmarks. The method includes making quantifying measurements of selected structural features of the anatomical structural model and generating a report including the quantifying measurements."
US-2023311005-A1,Machine learning based gaming platform messaging risk management,"A machine learning (ML) model is used to identify spam messages and spammers in computer game settings based on learned gamer behavior. Message text may also be used. An evaluator module receives the score(s) from the ML model(s) indicating whether a particular message is spam and when the score(s) satisfy a threshold, passes the message to a punishment module to determine whether the warn, suspend, or ban the sending account.",20220316,20231005,"Machine learning based gaming platform messaging risk management. A machine learning (ML) model is used to identify spam messages and spammers in computer game settings based on learned gamer behavior. Message text may also be used. An evaluator module receives the score(s) from the ML model(s) indicating whether a particular message is spam and when the score(s) satisfy a threshold, passes the message to a punishment module to determine whether the warn, suspend, or ban the sending account."
US-2023315477-A1,"Computing apparatus, integrated circuit chip, board card, electronic device and computing method","A computing apparatus may be included in a combined processing apparatus. The combined processing apparatus may further include a general interconnection interface and other processing apparatus. The computing apparatus interacts with other processing apparatus to jointly complete a computing operation specified by a user. The combined processing apparatus may further include a storage apparatus. The storage apparatus is connected to the apparatus and other processing apparatus respectively. The storage apparatus is used to store data of the apparatus and other processing apparatus. Efficiency of various operations in data processing fields including, for example, an artificial intelligence field may be improved so that overall overheads and costs of the operations can be reduced.",20210519,20231005,"Computing apparatus, integrated circuit chip, board card, electronic device and computing method. A computing apparatus may be included in a combined processing apparatus. The combined processing apparatus may further include a general interconnection interface and other processing apparatus. The computing apparatus interacts with other processing apparatus to jointly complete a computing operation specified by a user. The combined processing apparatus may further include a storage apparatus. The storage apparatus is connected to the apparatus and other processing apparatus respectively. The storage apparatus is used to store data of the apparatus and other processing apparatus. Efficiency of various operations in data processing fields including, for example, an artificial intelligence field may be improved so that overall overheads and costs of the operations can be reduced."
US-2023342424-A1,Method and apparatus for machine learning based inlet debris monitoring,"An inlet debris monitoring includes processing circuitry configured to: obtain a data set of electrostatic charge data from an electrostatic sensor; utilize a dimensional reduction technique to obtain a first set of basis vectors that represent the data set in a reduced dimensional space that is reduced with respect to initial dimensions of the data set; utilize the first set of basis vectors or a second set of reference basis vectors which are based on historical electrostatic charge data for one or more reference gas turbine engines, to project the data set onto the reduced dimensional space and obtain a reduced dimensional representation of the data set; utilize machine learning to determine whether the reduced dimensional representation of the data set indicates foreign object debris in the particular gas turbine engine; and based on the determination indicating detection of foreign object debris, provide a foreign object debris notification.",20220422,20231026,"Method and apparatus for machine learning based inlet debris monitoring. An inlet debris monitoring includes processing circuitry configured to: obtain a data set of electrostatic charge data from an electrostatic sensor; utilize a dimensional reduction technique to obtain a first set of basis vectors that represent the data set in a reduced dimensional space that is reduced with respect to initial dimensions of the data set; utilize the first set of basis vectors or a second set of reference basis vectors which are based on historical electrostatic charge data for one or more reference gas turbine engines, to project the data set onto the reduced dimensional space and obtain a reduced dimensional representation of the data set; utilize machine learning to determine whether the reduced dimensional representation of the data set indicates foreign object debris in the particular gas turbine engine; and based on the determination indicating detection of foreign object debris, provide a foreign object debris notification."
US-2023342858-A1,Systems and Methods for Generating a Home Score and Modifications for a User,"Systems and methods are described for evaluating and analyzing home data to generate a home score. The method may include: (1) retrieving at least one of home data for a property or user data for a user; (2) determining, using a trained machine learning evaluation model, one or more home score factors based upon at least one of the home data or the user data; (3) receiving, from the user, a home modification indication; (4) modifying, based upon the home modification indication, at least one of the one or more home score factors to create one or more modified home score factors; and (5) generating, based upon the one or more modified home score factors, a home score for the property.",20221024,20231026,"Systems and Methods for Generating a Home Score and Modifications for a User. Systems and methods are described for evaluating and analyzing home data to generate a home score. The method may include: (1) retrieving at least one of home data for a property or user data for a user; (2) determining, using a trained machine learning evaluation model, one or more home score factors based upon at least one of the home data or the user data; (3) receiving, from the user, a home modification indication; (4) modifying, based upon the home modification indication, at least one of the one or more home score factors to create one or more modified home score factors; and (5) generating, based upon the one or more modified home score factors, a home score for the property."
US-2023342672-A1,Method and system for classification and/or prediction on unbalanced datasets,"Disclosed is a computer-implemented method for classification and/or prediction of data samples on unbalanced datasets, the method comprising: receiving unbalanced training dataset; generating at least one first model and at least one second model using unbalanced training dataset, the generation of the at least one first model comprises generating first training dataset comprising first data subset and second data subset of equal amounts of data; the generation of the at least one second model comprises generating second training dataset comprising third data subset and fourth data subset of equal amounts of data, machine learning algorithm(s) are employed for learning from the first and second training datasets; generating composite model using the first model(s) and the second model(s); employing composite model for classification and/or prediction on unbalanced test dataset for generating output, the output includes at least one classified data and/or a prediction for a data sample.",20220426,20231026,"Method and system for classification and/or prediction on unbalanced datasets. Disclosed is a computer-implemented method for classification and/or prediction of data samples on unbalanced datasets, the method comprising: receiving unbalanced training dataset; generating at least one first model and at least one second model using unbalanced training dataset, the generation of the at least one first model comprises generating first training dataset comprising first data subset and second data subset of equal amounts of data; the generation of the at least one second model comprises generating second training dataset comprising third data subset and fourth data subset of equal amounts of data, machine learning algorithm(s) are employed for learning from the first and second training datasets; generating composite model using the first model(s) and the second model(s); employing composite model for classification and/or prediction on unbalanced test dataset for generating output, the output includes at least one classified data and/or a prediction for a data sample."
US-2023343095-A1,Group Classifier Training Using Video Object Tracker,"Systems, methods, and data storage devices for improved classifier training using a video object tracker to determine video data samples are described. A group classifier may be trained using machine learning to classify image objects, based on a set of machine learning parameters, and assign them a group identifier. A retraining data set may be determined based on video data that was assigned that group identifier based on an object tracker. The group classifier may be retrained using the retraining data set to determine an updated set of machine learning parameters and the group classifier may be updated with those parameters.",20220426,20231026,"Group Classifier Training Using Video Object Tracker. Systems, methods, and data storage devices for improved classifier training using a video object tracker to determine video data samples are described. A group classifier may be trained using machine learning to classify image objects, based on a set of machine learning parameters, and assign them a group identifier. A retraining data set may be determined based on video data that was assigned that group identifier based on an object tracker. The group classifier may be retrained using the retraining data set to determine an updated set of machine learning parameters and the group classifier may be updated with those parameters."
US-2023342463-A1,System and Method for Antimalware Application Adversarial Machine Learning,"An exemplary system and method are disclosed for detecting malware via an antimalware application employing adversarial machine learning such as generative adversarial machine learning and the training and/or configuring of such systems. The exemplary system and method are configured with two or more generative adversarial networks (GANs), including (i) a first generative adversarial network (GAN) that can be configured using a library of malware code or non-malware code and (ii) a second generative adversarial network (GAN) that operates in conjunction with the first generative adversarial network (GAN) in which the second generative adversarial network is configured using a library of non-malware code.",20220421,20231026,"System and Method for Antimalware Application Adversarial Machine Learning. An exemplary system and method are disclosed for detecting malware via an antimalware application employing adversarial machine learning such as generative adversarial machine learning and the training and/or configuring of such systems. The exemplary system and method are configured with two or more generative adversarial networks (GANs), including (i) a first generative adversarial network (GAN) that can be configured using a library of malware code or non-malware code and (ii) a second generative adversarial network (GAN) that operates in conjunction with the first generative adversarial network (GAN) in which the second generative adversarial network is configured using a library of non-malware code."
US-2023363721-A1,Apparatuses and systems for artifact reduction in electrodermal activity,"Methods, systems, non-transitory computer-readable media, and apparatuses are described for predicting a health condition of a subject. An apparatus may be configured to receive a physiological signal associated with the subject. The physiological signal may include artifacts. A modified physiological signal may be generated based on an application of a machine learning model to the physiological signal. The modified physiological signal may include the physiological signal with a reduction of the artifacts. A physiological measurement may be determined based on the modified physiological signal. The health condition may be determined based on a change in the physiological measurement satisfying a threshold. The apparatus may cause an output of an indication associated with the health condition.",20230508,20231116,"Apparatuses and systems for artifact reduction in electrodermal activity. Methods, systems, non-transitory computer-readable media, and apparatuses are described for predicting a health condition of a subject. An apparatus may be configured to receive a physiological signal associated with the subject. The physiological signal may include artifacts. A modified physiological signal may be generated based on an application of a machine learning model to the physiological signal. The modified physiological signal may include the physiological signal with a reduction of the artifacts. A physiological measurement may be determined based on the modified physiological signal. The health condition may be determined based on a change in the physiological measurement satisfying a threshold. The apparatus may cause an output of an indication associated with the health condition."
US-2023367994-A1,Hyper network machine learning architecture for simulating physical systems,"A method for operating a hyper network machine learning system, the method including training a hyper network configured to generate main network parameters for a main network and generating, using the trained hyper network, the main network with the main network parameters, the main network having a machine learning architecture that models a spatial domain and a frequency domain to simulate a physical system.",20221020,20231116,"Hyper network machine learning architecture for simulating physical systems. A method for operating a hyper network machine learning system, the method including training a hyper network configured to generate main network parameters for a main network and generating, using the trained hyper network, the main network with the main network parameters, the main network having a machine learning architecture that models a spatial domain and a frequency domain to simulate a physical system."
US-2023370495-A1,Breach prediction via machine learning,"Breach prediction via machine learning includes, responsive to (1) training one or more machine learning models in a breach prediction engine, (2) monitoring one or more users associated with an enterprise, and (3) detecting an incident that is one or more of a threat and a policy violation for a first user of the one or more users, analyzing details related to the incident with the breach prediction engine; displaying a breach prediction likelihood score for the enterprise based on the analyzing; and providing one or more recommendations for the enterprise based on the incident and the analyzing.",20230725,20231116,"Breach prediction via machine learning. Breach prediction via machine learning includes, responsive to (1) training one or more machine learning models in a breach prediction engine, (2) monitoring one or more users associated with an enterprise, and (3) detecting an incident that is one or more of a threat and a policy violation for a first user of the one or more users, analyzing details related to the incident with the breach prediction engine; displaying a breach prediction likelihood score for the enterprise based on the analyzing; and providing one or more recommendations for the enterprise based on the incident and the analyzing."
US-2023368248-A1,Method and system for analyzing live broadcast video content with a machine learning model implementing deep neural networks to quantify screen time of displayed brands to the viewer,"A method for brand recognition in video by implementing a brand recognition application coupled to a streaming media player, for identifying an observed set of brands streamed in a broadcast video; receiving, by the brand recognition application, a broadcast video stream of a series of images contained in consecutive frames about an object of interest; extracting a set of brand features from each of image received by applying a trained brand recognition model with neural networks in order to detect one or more features related to each displayed object of interest in each frame, wherein the object of interest is associated with a brand image contained video content displayed to a viewer; and displaying, by a graphic user interface, information from the brand recognition application comprising at least time detected of the brand image in the video content of the broadcast video.",20230725,20231116,"Method and system for analyzing live broadcast video content with a machine learning model implementing deep neural networks to quantify screen time of displayed brands to the viewer. A method for brand recognition in video by implementing a brand recognition application coupled to a streaming media player, for identifying an observed set of brands streamed in a broadcast video; receiving, by the brand recognition application, a broadcast video stream of a series of images contained in consecutive frames about an object of interest; extracting a set of brand features from each of image received by applying a trained brand recognition model with neural networks in order to detect one or more features related to each displayed object of interest in each frame, wherein the object of interest is associated with a brand image contained video content displayed to a viewer; and displaying, by a graphic user interface, information from the brand recognition application comprising at least time detected of the brand image in the video content of the broadcast video."
US-2023370316-A1,System and method for spectrally efficient pilot and detector design indelay-doppler domain for otfs-based nr (new radio) iot and massive machine tomachine (m2m) communications,The present invention reports a spectrally efficient low complex OFTS modulation based communication system and method for resource-constrained IoT device and M2M type communication in high-mobility environment comprising at least one transmitter configured to transmit bit stream involving adaptive OTFS frame with selectively embedded pilot depending on mobility condition for improving spectral efficiency and at least one receiver configured to dispose onto IoT devices with a low-complex iterative detector for receiving thus transmitted bit stream. The receiver is configured to update the transmitter about its mobility condition through a control channel.,20230110,20231116,System and method for spectrally efficient pilot and detector design indelay-doppler domain for otfs-based nr (new radio) iot and massive machine tomachine (m2m) communications. The present invention reports a spectrally efficient low complex OFTS modulation based communication system and method for resource-constrained IoT device and M2M type communication in high-mobility environment comprising at least one transmitter configured to transmit bit stream involving adaptive OTFS frame with selectively embedded pilot depending on mobility condition for improving spectral efficiency and at least one receiver configured to dispose onto IoT devices with a low-complex iterative detector for receiving thus transmitted bit stream. The receiver is configured to update the transmitter about its mobility condition through a control channel.
US-2023367967-A1,System and method for interpreting stuctured and unstructured content to facilitate tailored transactions,"A method for interpreting structured and unstructured content to facilitate tailored transactions is provided. The method includes acquiring, from one or more unstructured data sources, unstructured data, and acquiring, from one or more structured data sources, structured data. The method further includes performing natural language processing (NLP) on both the structured data and the unstructured data using a machine learning algorithm, and generating, via the machine learning algorithm, an NLP response based on the NLP. Based on the NLP response, the method further performs identifying at least one candidate object, and generating a list of actions corresponding to the candidate object.",20220516,20231116,"System and method for interpreting stuctured and unstructured content to facilitate tailored transactions. A method for interpreting structured and unstructured content to facilitate tailored transactions is provided. The method includes acquiring, from one or more unstructured data sources, unstructured data, and acquiring, from one or more structured data sources, structured data. The method further includes performing natural language processing (NLP) on both the structured data and the unstructured data using a machine learning algorithm, and generating, via the machine learning algorithm, an NLP response based on the NLP. Based on the NLP response, the method further performs identifying at least one candidate object, and generating a list of actions corresponding to the candidate object."
US-2023367998-A1,Hybrid Fixed/Flexible Neural Network Architecture,"A hybrid analog-digital hardware apparatus and a method for realizing the hardware apparatus are provided. The hardware apparatus includes an analog circuit that includes a plurality of operational amplifiers and a plurality of resistors. The analog circuit is configured to receive an analog signal from one or more sensors, and compute an analog output based on the analog signal, by performing a portion of a trained neural network. In some implementations, the hardware apparatus includes an analog-to-digital converter coupled to the analog circuit and configured to receive and convert the analog output to a digital input. The hardware apparatus also includes a classifier or regression circuit coupled to the analog circuit. The classifier or regression circuit is configured to receive output (e.g., a set of embeddings) from the analog circuit, and classify the output to obtain a result according to a machine learning model.",20230511,20231116,"Hybrid Fixed/Flexible Neural Network Architecture. A hybrid analog-digital hardware apparatus and a method for realizing the hardware apparatus are provided. The hardware apparatus includes an analog circuit that includes a plurality of operational amplifiers and a plurality of resistors. The analog circuit is configured to receive an analog signal from one or more sensors, and compute an analog output based on the analog signal, by performing a portion of a trained neural network. In some implementations, the hardware apparatus includes an analog-to-digital converter coupled to the analog circuit and configured to receive and convert the analog output to a digital input. The hardware apparatus also includes a classifier or regression circuit coupled to the analog circuit. The classifier or regression circuit is configured to receive output (e.g., a set of embeddings) from the analog circuit, and classify the output to obtain a result according to a machine learning model."
US-2023366687-A1,Machine learning techniques for traversal path optimization,"Various embodiments of the present invention disclose techniques for traversal path optimization given a traversal network comprising a group of nodes comprising a plurality of navigation orchestration nodes and using a traversal path optimization machine learning model. In some embodiments, a path feature set is determined for each candidate traversal path of a plurality of candidate traversal paths. A traversal path optimization machine learning model is configured to generate path scores for each candidate traversal path based at least in part on the path feature set.",20220513,20231116,"Machine learning techniques for traversal path optimization. Various embodiments of the present invention disclose techniques for traversal path optimization given a traversal network comprising a group of nodes comprising a plurality of navigation orchestration nodes and using a traversal path optimization machine learning model. In some embodiments, a path feature set is determined for each candidate traversal path of a plurality of candidate traversal paths. A traversal path optimization machine learning model is configured to generate path scores for each candidate traversal path based at least in part on the path feature set."
US-2023380471-A1,Probiotics to prevent cognitive dysfunction,This invention relates to bacteria of the species  Lacticaseibacillus paracasei  for use in preventing or treating cognitive impairments in a subject in need thereof. This invention also relates to bacteria of the species  Lacticaseibacillus paracasei  for use in preventing or treating cognitive impairments induced by sleep deprivation and/or insufficient sleep in a subject in need thereof.,20211008,20231130,Probiotics to prevent cognitive dysfunction. This invention relates to bacteria of the species  Lacticaseibacillus paracasei  for use in preventing or treating cognitive impairments in a subject in need thereof. This invention also relates to bacteria of the species  Lacticaseibacillus paracasei  for use in preventing or treating cognitive impairments induced by sleep deprivation and/or insufficient sleep in a subject in need thereof.
US-2023385404-A1,User behavior anomaly detection-sensors,"A system to optimize required resources at an endpoint needed to monitor a user behavior for abnormalities with the endpoint includes a processor processing a plurality of agents running at the endpoint to intercept network traffic metrics, intercept device access metrics, intercept app-specific user-mode metrics, parse intercepted data, and submit the intercepted data to a backend component at a server to collect the intercepted data from the endpoint, predict deviation from a normal profile, in which the backend component assesses available characteristics of a particular endpoint, calculates an endpoint user profile, calculates a degree of variance (DoV) between the user profile and the normal profile, compares the calculated DoV to a predetermined Variance Threshold (VT), and predicts, based on machine learning algorithms, a movement of a trend of the DoV within the VT, creates an adjusted metrics list, and distributes adjusted metrics to a related endpoint.",20220531,20231130,"User behavior anomaly detection-sensors. A system to optimize required resources at an endpoint needed to monitor a user behavior for abnormalities with the endpoint includes a processor processing a plurality of agents running at the endpoint to intercept network traffic metrics, intercept device access metrics, intercept app-specific user-mode metrics, parse intercepted data, and submit the intercepted data to a backend component at a server to collect the intercepted data from the endpoint, predict deviation from a normal profile, in which the backend component assesses available characteristics of a particular endpoint, calculates an endpoint user profile, calculates a degree of variance (DoV) between the user profile and the normal profile, compares the calculated DoV to a predetermined Variance Threshold (VT), and predicts, based on machine learning algorithms, a movement of a trend of the DoV within the VT, creates an adjusted metrics list, and distributes adjusted metrics to a related endpoint."
US-2023385690-A1,"Computer-readable recording medium storing determination program, determination apparatus, and method of determining","A determination program for causing a computer to execute processing including: identifying, based on a difference between a first plurality of pieces of data and a second plurality of pieces of data obtained by processing the first plurality of pieces of data based on nonuniformity of the first plurality of pieces of data with reference to a first attribute out of a plurality of attributes, at least one second attribute processed with a processing amount larger than or equal to a predetermined threshold out of the plurality of attributes; identifying a magnitude of contribution of the at least one second attribute to an inference result in a case where data is input and a machine learning model performs inference; and determining, based on the magnitude of the contribution, an influence degree in a case where the machine learning model is trained by using the second plurality of pieces of data.",20230207,20231130,"Computer-readable recording medium storing determination program, determination apparatus, and method of determining. A determination program for causing a computer to execute processing including: identifying, based on a difference between a first plurality of pieces of data and a second plurality of pieces of data obtained by processing the first plurality of pieces of data based on nonuniformity of the first plurality of pieces of data with reference to a first attribute out of a plurality of attributes, at least one second attribute processed with a processing amount larger than or equal to a predetermined threshold out of the plurality of attributes; identifying a magnitude of contribution of the at least one second attribute to an inference result in a case where data is input and a machine learning model performs inference; and determining, based on the magnitude of the contribution, an influence degree in a case where the machine learning model is trained by using the second plurality of pieces of data."
US-2023385705-A1,"Machine learning device, machine learning method, and non-transitory computer-readable recording medium having embodied thereon a machine learning program","A domain adaptation data richness determination unit determines, when a first model trained by using training data of a first domain is trained by transfer learning by using training data of a second domain, a domain adaptation data richness based on the number of items of training data of the second domain, the first model being a neural network. A learning layer determining unit determines a layer in the second model, which is a duplicate of the first model, targeted for training, based on the domain adaptation data richness. A transfer learning unit applies transfer learning to the layer in the second model targeted for training, by using the training data of the second domain.",20230810,20231130,"Machine learning device, machine learning method, and non-transitory computer-readable recording medium having embodied thereon a machine learning program. A domain adaptation data richness determination unit determines, when a first model trained by using training data of a first domain is trained by transfer learning by using training data of a second domain, a domain adaptation data richness based on the number of items of training data of the second domain, the first model being a neural network. A learning layer determining unit determines a layer in the second model, which is a duplicate of the first model, targeted for training, based on the domain adaptation data richness. A transfer learning unit applies transfer learning to the layer in the second model targeted for training, by using the training data of the second domain."
US-2023385129-A1,Systems and methods for implementing an intelligent application program interface for an intelligent optimization platform,Systems and methods for implementing an application programming interface (API) that controls operations of a machine learning tuning service for tuning a machine learning model for improved accuracy and computational performance includes an API that is in control communication the tuning service that: executes a first API call function that includes an optimization work request that sets tuning parameters for tuning hyperparameters of a machine learning model; and initializes an operation of distinct tuning worker instances of the service that each execute distinct tuning tasks for tuning the hyperparameters; executes a second API call function that identifies raw values for the hyperparameters; and generates suggestions comprising proposed hyperparameter values selected from the plurality of raw values for each of the hyperparameters; and executes a third API call function that returns performance metrics relating to a real-world performance of the subscriber machine learning model executed with the proposed hyperparameter values.,20230531,20231130,Systems and methods for implementing an intelligent application program interface for an intelligent optimization platform. Systems and methods for implementing an application programming interface (API) that controls operations of a machine learning tuning service for tuning a machine learning model for improved accuracy and computational performance includes an API that is in control communication the tuning service that: executes a first API call function that includes an optimization work request that sets tuning parameters for tuning hyperparameters of a machine learning model; and initializes an operation of distinct tuning worker instances of the service that each execute distinct tuning tasks for tuning the hyperparameters; executes a second API call function that identifies raw values for the hyperparameters; and generates suggestions comprising proposed hyperparameter values selected from the plurality of raw values for each of the hyperparameters; and executes a third API call function that returns performance metrics relating to a real-world performance of the subscriber machine learning model executed with the proposed hyperparameter values.
US-2023386477-A1,Automatically recognizing and surfacing important moments in multi-party conversations,"A system and a method are disclosed for identifying a subjectively interesting moment in a transcript. In an embodiment, a device receives a transcription of a conversation, and identifies a participant of the conversation. The device accesses a machine learning model corresponding to the participant, and applies, as input to the machine learning model, the transcription. The device receives as output from the machine learning model a portion of the transcription having relevance to the participant, and generates for display, to the participant, information pertaining to the portion.",20230812,20231130,"Automatically recognizing and surfacing important moments in multi-party conversations. A system and a method are disclosed for identifying a subjectively interesting moment in a transcript. In an embodiment, a device receives a transcription of a conversation, and identifies a participant of the conversation. The device accesses a machine learning model corresponding to the participant, and applies, as input to the machine learning model, the transcription. The device receives as output from the machine learning model a portion of the transcription having relevance to the participant, and generates for display, to the participant, information pertaining to the portion."
US-2023385838-A1,Computerized-method and data-analysis system for analyzing financial data to improve performance of a concept drift detector that is providing alerts of drift to an update component of a machine learning model for fraud prediction and detection,"A computerized-method for analyzing financial data to improve performance of a concept-drift-detector that is providing alerts of drift to an update component of a machine learning model for fraud prediction and detection, is provided herein. The computerized-method includes retrieving a time-series data of financial transactions having one or more features, during a time unit. For each feature, detecting a process of values of the feature to determine a type of the process. When the type of the process of a feature is determined as nonstationary, determining a subtype thereof and if the process is feasible for rectification to a stationary process, rectifying it. When the type of the process is determined as stationary, determining its subtype and when the type of the process is determined as nonstationary and the process is not feasible for rectification, forwarding the time-series data, the type of the process and the subtype to the concept-drift-detector.",20220530,20231130,"Computerized-method and data-analysis system for analyzing financial data to improve performance of a concept drift detector that is providing alerts of drift to an update component of a machine learning model for fraud prediction and detection. A computerized-method for analyzing financial data to improve performance of a concept-drift-detector that is providing alerts of drift to an update component of a machine learning model for fraud prediction and detection, is provided herein. The computerized-method includes retrieving a time-series data of financial transactions having one or more features, during a time unit. For each feature, detecting a process of values of the feature to determine a type of the process. When the type of the process of a feature is determined as nonstationary, determining a subtype thereof and if the process is feasible for rectification to a stationary process, rectifying it. When the type of the process is determined as stationary, determining its subtype and when the type of the process is determined as nonstationary and the process is not feasible for rectification, forwarding the time-series data, the type of the process and the subtype to the concept-drift-detector."
US-2023412848-A1,"Video encoding/decoding method, and corresponding devices","A video encoding method includes: based on at least one of first distortion aware information about a current encoding unit and second distortion aware information about a corresponding reference encoding unit, determining a first predicted value of the current encoding unit using at least one interpolation filter, wherein the at least one type of interpolation filter may include an artificial intelligence (AI) interpolation filter; and encoding the current encoding unit based on the first predicted value of the current encoding unit.",20230626,20231221,"Video encoding/decoding method, and corresponding devices. A video encoding method includes: based on at least one of first distortion aware information about a current encoding unit and second distortion aware information about a corresponding reference encoding unit, determining a first predicted value of the current encoding unit using at least one interpolation filter, wherein the at least one type of interpolation filter may include an artificial intelligence (AI) interpolation filter; and encoding the current encoding unit based on the first predicted value of the current encoding unit."
US-2023406347-A1,Preception and prediction based driving,"A method for managing a group of narrow artificial intelligence (AI) agents for at least partially autonomous driving, the method includes (i) obtaining, by a prediction circuit, a stream of metadata segments generated at multiple points in time and associated with a selection of one or more sub-groups of the group of narrow AI agents; wherein the metadata segments are selected out of (a) selected narrow AI agent identifiers, and (b) multiple multi-domain identifier, the multiple multi-domain identifier are indicative of multiple instances of multi-domain information about elements affecting a vehicle in relation to the multiple points in time; wherein a multi-domain identifier generated at a given point of time of the multiple points in time is a combination of class signatures that are indicative of classes of elements of a multi-domain information associated with the given point in time; (ii) finding, by the prediction circuit, a segment of the stream that is a predictor to a receiving of a next cluster identifier at a future point in time; and (iii) automatically predicting, when finding the predictor, at least one of: (c) future metadata segments to be received during the future point of time, or (d) a future sub-group of narrow AI agents to be selected at the future point of time.",20230831,20231221,"Preception and prediction based driving. A method for managing a group of narrow artificial intelligence (AI) agents for at least partially autonomous driving, the method includes (i) obtaining, by a prediction circuit, a stream of metadata segments generated at multiple points in time and associated with a selection of one or more sub-groups of the group of narrow AI agents; wherein the metadata segments are selected out of (a) selected narrow AI agent identifiers, and (b) multiple multi-domain identifier, the multiple multi-domain identifier are indicative of multiple instances of multi-domain information about elements affecting a vehicle in relation to the multiple points in time; wherein a multi-domain identifier generated at a given point of time of the multiple points in time is a combination of class signatures that are indicative of classes of elements of a multi-domain information associated with the given point in time; (ii) finding, by the prediction circuit, a segment of the stream that is a predictor to a receiving of a next cluster identifier at a future point in time; and (iii) automatically predicting, when finding the predictor, at least one of: (c) future metadata segments to be received during the future point of time, or (d) a future sub-group of narrow AI agents to be selected at the future point of time."
US-2023410429-A1,Efficient method for three-dimensional image reconstruction of remote and invisible targets from physical sensors based on deep learning artificial intelligence,"A method and system for three-dimensional reconstruction of material properties of a target using remotely located physical sensors is disclosed. The special technique disclosed here, enables an order of magnitude improvement in computational speed and memory requirements over current state-of-the-art artificial intelligence-based systems. When compared against state-of-the-art methods that do not use artificial intelligence, the improvement in accuracy and resolution enables deployment of order of magnitude cheaper data acquisition systems and/or provide the practical capability to image targets previously considered out-of-bounds. The use cases include but are not limited to oil field application systems such as the monitoring of pipeline health and integrity, leak, and spill extent delineation, seismic imaging systems, and for applications in agriculture, medical imaging, unexploded ordnance detection, mining, wind energy foundation studies, geotechnical work, groundwater systems, environmental science and engineering, and other problems where remote sensing-based image reconstruction is utilized/needed.",20230206,20231221,"Efficient method for three-dimensional image reconstruction of remote and invisible targets from physical sensors based on deep learning artificial intelligence. A method and system for three-dimensional reconstruction of material properties of a target using remotely located physical sensors is disclosed. The special technique disclosed here, enables an order of magnitude improvement in computational speed and memory requirements over current state-of-the-art artificial intelligence-based systems. When compared against state-of-the-art methods that do not use artificial intelligence, the improvement in accuracy and resolution enables deployment of order of magnitude cheaper data acquisition systems and/or provide the practical capability to image targets previously considered out-of-bounds. The use cases include but are not limited to oil field application systems such as the monitoring of pipeline health and integrity, leak, and spill extent delineation, seismic imaging systems, and for applications in agriculture, medical imaging, unexploded ordnance detection, mining, wind energy foundation studies, geotechnical work, groundwater systems, environmental science and engineering, and other problems where remote sensing-based image reconstruction is utilized/needed."
