patent_id,title,abstract,description,country,cpc,cpc_low,cpc_inventive_low,top_terms,url,claims,publication_date,filing_date,priority_date,family_id,applicant,inventors,source,source_status
JP-6366547-B2,Pramipexole formulation package with improved photostability,,Published granted patent (Second level),Japan,,,,tablet; light; pramipexole; present; sheet; film; dihydrochloride monohydrate; less; pramipexole dihydrochloride; wavelength,https://patents.google.com/patent/JP6366547B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6366993-B2,Image display device,,Published granted patent (Second level),Japan,,,,information; image display; master; image; display device; file; image information; scenario; packet; slave,https://patents.google.com/patent/JP6366993B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6367313-B2,"Spherical particles, their production and methods of using them",,Published granted patent (Second level),Japan,C01G53/82; C01G53/82; Y02E60/10; H01M10/0525; H01M4/50; H01M4/505; H01M4/5825; H01M10/052; H01M10/052; H01M4/131; C01G53/44; C01G53/44; H01M4/525; H01M4/131; H01M4/48; H01M2220/20; H01M2220/30; H01M4/525; H01M2004/021; H01M4/52; H01M4/62; H01M2004/021; H01M4/62; H01M4/505,C01G53/82; C01G53/80; C01G53/00; C01G; C01; C; Y02E60/10; Y02E60/00; Y02E; Y02; Y; H01M10/0525; H01M10/052; H01M10/05; H01M10/00; H01M; H01; H; H01M4/50; H01M4/48; H01M4/36; H01M4/02; H01M4/00; H01M4/505; H01M4/5825; H01M4/58; H01M4/131; H01M4/13; C01G53/44; C01G53/42; C01G53/40; H01M4/525; H01M4/52; H01M2220/20; H01M2220/00; H01M2220/30; H01M2004/021; H01M4/62,C01G53/82; C01G53/80; C01G53/00; C01G; C01; C; Y02E60/10; Y02E60/00; Y02E; Y02; Y; H01M10/0525; H01M10/052; H01M10/05; H01M10/00; H01M; H01; H; H01M4/50; H01M4/48; H01M4/36; H01M4/02; H01M4/00; H01M4/505; H01M4/5825; H01M4/58; H01M4/131; H01M4/13; C01G53/44; C01G53/42; C01G53/40; H01M4/525; H01M4/52; H01M2220/20; H01M2220/00; H01M2220/30; H01M2004/021; H01M4/62,transition metal; concentration; particle; mixed oxide; present; cation; spherical particles; mol; particles; range,https://patents.google.com/patent/JP6367313B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6368307-B2,"Apparatus, system, and method using radiopaque members for anatomical damage length estimation",,Published granted patent (Second level),Japan,A61B2090/3966; A61B90/39; A61B2090/3966; A61M25/0108; A61B90/06; A61B2090/061; A61B2090/061; A61B2090/3937; A61B90/39; A61B2090/3937; A61M25/0108,A61B2090/3966; A61B90/39; A61B90/00; A61B; A61; A; A61M25/0108; A61M25/0105; A61M25/01; A61M25/00; A61M; A61B90/06; A61B2090/061; A61B2090/3937,A61B2090/3966; A61B90/39; A61B90/00; A61B; A61; A; A61M25/0108; A61M25/0105; A61M25/01; A61M25/00; A61M; A61B90/06; A61B2090/061; A61B2090/3937,catheter; radiopaque; wound; marker; wound section; section; coil; sections; ink; lumen,https://patents.google.com/patent/JP6368307B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6368457-B2,Precast joint structure,,Published granted patent (Second level),Japan,,,,joint; temperature; heater wire; grout material; precast; column member; embedded; joint portion; outer edge; precast concrete,https://patents.google.com/patent/JP6368457B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6368463-B2,Medical device,,Published granted patent (Second level),Japan,,,,information; storage medium; examination; external storage; inspection; condition information; patient; storage condition; external; medical device,https://patents.google.com/patent/JP6368463B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6370509-B2,Endless track traveling device for generator inspection robot and moving body of generator inspection robot,,Published granted patent (Second level),Japan,,,,endless track; pulley; peripheral surface; surface portion; traveling device; plate; generator; outer peripheral; inner peripheral; inspection robot,https://patents.google.com/patent/JP6370509B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6372524-B2,Semiconductor device and manufacturing method thereof,,Published granted patent (Second level),Japan,,,,insulating film; film; semiconductor device; hole; semiconductor substrate; field plate; layer; opening; semiconductor; electrode,https://patents.google.com/patent/JP6372524B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6372531-B2,Method for constructing hot stove and hot stove,,Published granted patent (Second level),Japan,,,,hot air; combustion chamber; branch pipe; air branch; heat storage; air valve; blast; blast mixer; amount; lower hot,https://patents.google.com/patent/JP6372531B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6375087-B2,Cosmetics,,Published granted patent (Second level),Japan,,,,extract; acid; perilla; derivatives; added; skin; component; production example; examples; test,https://patents.google.com/patent/JP6375087B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6376031-B2,Vehicle collision detection device,,Published granted patent (Second level),Japan,,,,collision; space; vehicle; deformation; tube; conductor; detecting; pressure; detection; detected,https://patents.google.com/patent/JP6376031B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6376394-B2,Steering device,,Published granted patent (Second level),Japan,B62D1/184; B62D1/184; B62D1/187; B62D1/184; B62D1/187,B62D1/184; B62D1/18; B62D1/16; B62D1/02; B62D1/00; B62D; B62; B; B62D1/187,B62D1/184; B62D1/18; B62D1/16; B62D1/02; B62D1/00; B62D; B62; B; B62D1/187,tooth; pair; tightening; fastening; side plate; steering; shaft; long groove; main body; portions,https://patents.google.com/patent/JP6376394B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6376689-B2,Heat treatment apparatus and treatment method for powder,,Published granted patent (Second level),Japan,,,,kiln; main body; granular material; heat treatment; wall; kiln main; burner; powder particles; heated; dust collector,https://patents.google.com/patent/JP6376689B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6377116-B2,"Resin composition, insulating base material containing the same, and circuit board",,Published granted patent (Second level),Japan,H05K2201/0154; H05K1/0393; H05K1/0346; H05K1/0313; H05K1/0313; C08L79/08; C08G73/1082; C08G73/1071; C08G73/1035; C08G73/1007; C08G73/1042; C08L79/08; H05K2201/0154; H05K1/0393; H05K1/0346; C08G18/6438; C08G18/7671; C08G18/6438; H05K2201/05; C08G18/7671; H05K1/0373,H05K2201/0154; H05K2201/0137; H05K2201/01; H05K2201/00; H05K; H05; H; H05K1/0393; H05K1/03; H05K1/02; H05K1/00; H05K1/0346; H05K1/032; H05K1/0313; C08L79/08; C08L79/04; C08L79/00; C08L; C08; C; C08G73/1082; C08G73/1075; C08G73/10; C08G73/06; C08G73/00; C08G; C08G73/1071; C08G73/1067; C08G73/1035; C08G73/1003; C08G73/1007; C08G73/1042; C08G18/6438; C08G18/6415; C08G18/64; C08G18/40; C08G18/28; C08G18/06; C08G18/00; C08G18/7671; C08G18/7664; C08G18/7657; C08G18/76; C08G18/74; C08G18/72; C08G18/70; H05K2201/05; H05K1/0373; H05K1/0353,H05K2201/0154; H05K2201/0137; H05K2201/01; H05K2201/00; H05K; H05; H; H05K1/0393; H05K1/03; H05K1/02; H05K1/00; H05K1/0346; H05K1/032; H05K1/0313; C08L79/08; C08L79/04; C08L79/00; C08L; C08; C; C08G73/1082; C08G73/1075; C08G73/10; C08G73/06; C08G73/00; C08G; C08G73/1071; C08G73/1067; C08G73/1035; C08G73/1003; C08G73/1007; C08G73/1042; C08G18/6438; C08G18/6415; C08G18/64; C08G18/40; C08G18/28; C08G18/06; C08G18/00; C08G18/7671; C08G18/7664; C08G18/7657; C08G18/76; C08G18/74; C08G18/72; C08G18/70; H05K2201/05; H05K1/0373; H05K1/0353,resin composition; diisocyanate; group; diamine; bis; composition according; formula; independently; dianhydride; circuit board,https://patents.google.com/patent/JP6377116B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6377891-B2,Game device,,Published granted patent (Second level),Japan,,,,game; player; data; target; display; screen; processing unit; input; play; input operation,https://patents.google.com/patent/JP6377891B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6378224-B2,"Control program, control method, and information processing apparatus",,Published granted patent (Second level),Japan,,,,game; player; objects; automatic; unit; designation; mode; input; battle; manual,https://patents.google.com/patent/JP6378224B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6379171-B2,Universal electric roller,,Published granted patent (Second level),Japan,,,,clutch; body frame; wheel; electric roller; clutch plate; universal electric; shaft; plate; driven; vehicle body,https://patents.google.com/patent/JP6379171B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6380032-B2,Outboard motor,,Published granted patent (Second level),Japan,B63H2005/106; B63H23/30; B63H20/20,B63H2005/106; B63H5/10; B63H5/08; B63H5/07; B63H5/00; B63H; B63; B; B63H23/30; B63H23/00; B63H20/20; B63H20/14; B63H20/00,B63H2005/106; B63H5/10; B63H5/08; B63H5/07; B63H5/00; B63H; B63; B; B63H23/30; B63H23/00; B63H20/20; B63H20/14; B63H20/00,gear; drive shaft; bearing; shaft; housing; outboard motor; shift; shift device; lower unit; lid member,https://patents.google.com/patent/JP6380032B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6380320-B2,"Electronic device, information processing method and program",,Published granted patent (Second level),Japan,H04N1/21; H04N1/21; G06F3/0683; H04N1/2129; G06F3/0644; G06F3/0683; H04N2201/3297; H04N2201/0094; G06F3/0644; G06F3/0604; G06F3/0604; H04N1/21; H04N2201/0094; H04N1/2129; H04N2201/3297,H04N1/21; H04N1/00; H04N; H04; H; G06F3/0683; G06F3/0671; G06F3/0668; G06F3/0601; G06F3/06; G06F3/00; G06F; G06; G; H04N1/2129; H04N1/2112; H04N1/2104; G06F3/0644; G06F3/0638; G06F3/0628; H04N2201/3297; H04N2201/3285; H04N2201/32; H04N2201/00; H04N2201/0094; H04N2201/0077; G06F3/0604; G06F3/0602,H04N1/21; H04N1/00; H04N; H04; H; G06F3/0683; G06F3/0671; G06F3/0668; G06F3/0601; G06F3/06; G06F3/00; G06F; G06; G; H04N1/2129; H04N1/2112; H04N1/2104; G06F3/0644; G06F3/0638; G06F3/0628; H04N2201/3297; H04N2201/3285; H04N2201/32; H04N2201/00; H04N2201/0094; H04N2201/0077; G06F3/0604; G06F3/0602,partition; storage unit; partitions; size; size change; hdd; control unit; electronic device; function; stored,https://patents.google.com/patent/JP6380320B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6380844-B2,Vehicle front structure,,Published granted patent (Second level),Japan,B60R19/18; B60R19/18,B60R19/18; B60R19/02; B60R19/00; B60R; B60; B,B60R19/18; B60R19/02; B60R19/00; B60R; B60; B,vehicle; energy absorbing; absorbing member; cross member; bumper cross; front bumper; plate portion; side plate; fixed; plate,https://patents.google.com/patent/JP6380844B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6380923-B2,Sheet post-processing apparatus and image forming system having the same,,Published granted patent (Second level),Japan,,,,sheet; paper; tray; processing; post; sheets; stack tray; paper discharge; roller; image forming,https://patents.google.com/patent/JP6380923B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6382874-B2,Sunroof device for vehicle,,Published granted patent (Second level),Japan,,,,rail; opening; movable; roof; rear direction; shade; panel; slider; roof panel; guide,https://patents.google.com/patent/JP6382874B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6384171-B2,Defect extraction apparatus and defect extraction method,,Published granted patent (Second level),Japan,,,,measurement; measurement points; points; point; defect; unit; point group; reference point; measurement point; parameter,https://patents.google.com/patent/JP6384171B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6384176-B2,Multi-user information processing system,,Published granted patent (Second level),Japan,,,,terminal device; person; worker; registered user; information; charging; user; target; server; time,https://patents.google.com/patent/JP6384176B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6384273-B2,"Substitution element selection method, battery positive electrode material manufacturing method, and battery positive electrode material",,Published granted patent (Second level),Japan,Y02E60/10,Y02E60/10; Y02E60/00; Y02E; Y02; Y,Y02E60/10; Y02E60/00; Y02E; Y02; Y,distance; stable structure; substitution element; lini; positive electrode; state; electrode material; charge; battery positive; selecting,https://patents.google.com/patent/JP6384273B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6384806-B2,ZnS phosphor and method for producing the same,,Published granted patent (Second level),Japan,C09K11/584,C09K11/584; C09K11/582; C09K11/58; C09K11/08; C09K11/00; C09K; C09; C,C09K11/584; C09K11/582; C09K11/58; C09K11/08; C09K11/00; C09K; C09; C,phosphor; sulfide; zns; fluorescence spectrum; alpha; particle beam; fluorescence; sulfur; beam detection; added,https://patents.google.com/patent/JP6384806B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6385082-B2,Conjugated diene polymer and polymer composition containing the polymer,,Published granted patent (Second level),Japan,C08F236/06; C08F236/22; C08F236/10; C08F236/06; C08F236/10,C08F236/06; C08F236/04; C08F236/02; C08F236/00; C08F; C08; C; C08F236/22; C08F236/10,C08F236/06; C08F236/04; C08F236/02; C08F236/00; C08F; C08; C; C08F236/22; C08F236/10,group; formula; methyl; compound; carbon; represented; conjugated; examples; atom; methylene,https://patents.google.com/patent/JP6385082B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6387766-B2,"Thermal transfer sheet, cyan color material layer coating solution, thermal transfer sheet manufacturing method, image forming method",,Published granted patent (Second level),Japan,,,,color material; cyan color; material layer; thermal transfer; phthalocyanine; cyan; transfer sheet; solvent; layer coating; layer,https://patents.google.com/patent/JP6387766B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6388263-B2,Water intake device and power generation device,,Published granted patent (Second level),Japan,Y02E10/20,Y02E10/20; Y02E10/00; Y02E; Y02; Y,Y02E10/20; Y02E10/00; Y02E; Y02; Y,water; screen; plate; downstream; upstream; opening; dust; intake device; water intake; weir plate,https://patents.google.com/patent/JP6388263B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6389361-B2,Faucet device,,Published granted patent (Second level),Japan,,,,water; manual; hot water; human body; water discharge; flow; automatic; control unit; flow path; body detection,https://patents.google.com/patent/JP6389361B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6389895-B2,Data security using keys supplied by request,,Published granted patent (Second level),Japan,H04L9/0819; H04L63/06; G06F21/6209; H04L63/0428; H04L9/3226; H04L63/0428; H04L9/3242; H04L9/3247; H04L9/3247; H04L9/0822; H04L63/06; H04L2209/76; H04L9/3242; H04L9/0819; H04L2209/76; G06F21/602; G06F21/6209,H04L9/0819; H04L9/0816; H04L9/08; H04L9/00; H04L; H04; H; H04L63/06; H04L63/00; G06F21/6209; G06F21/62; G06F21/60; G06F21/00; G06F; G06; G; H04L63/0428; H04L63/04; H04L9/3226; H04L9/32; H04L9/3242; H04L9/3236; H04L9/3247; H04L9/0822; H04L2209/76; H04L2209/00; G06F21/602,H04L9/0819; H04L9/0816; H04L9/08; H04L9/00; H04L; H04; H; H04L63/06; H04L63/00; G06F21/6209; G06F21/62; G06F21/60; G06F21/00; G06F; G06; G; H04L63/0428; H04L63/04; H04L9/3226; H04L9/32; H04L9/3242; H04L9/3236; H04L9/3247; H04L9/0822; H04L2209/76; H04L2209/00; G06F21/602,request; key; encryption key; encryption; data; operations; service provider; encrypted; customer; supplied,https://patents.google.com/patent/JP6389895B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6389919-B2,"Smear preparation apparatus, blood sample processing system, and method for cleaning a blood processing section in a smear preparation apparatus",,Published granted patent (Second level),Japan,,,,cleaning; unit; blood; blood sample; condition; abnormal; preparation apparatus; processing; smear; smear preparation,https://patents.google.com/patent/JP6389919B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6392752-B2,"Compound with (1E, 6E) -1,7-bis- (3,4-dimethoxyphenyl) -4,4-disubstituted-hepta-1,6-diene-3,5-dione structure scaffold, its biological activity And its use",,Published granted patent (Second level),Japan,A61P5/28; A61P37/06; A61P37/00; A61P35/00; A61P37/02; A61P29/00; A61P17/10; A61P21/02; A61P21/00; A61P17/02; A61P17/00; A61P17/14; A61P17/02; A61K31/5375; A61K31/426; C07D295/185; A61P35/00; C07C59/90; C07C235/78; A61K31/16; C07D277/46; A61K31/121; A61K31/121; A61K31/5375; C07C49/255; A61P29/00; A61K31/16; A61P17/14; A61K31/426; C07C69/738,A61P5/28; A61P5/24; A61P5/00; A61P; A61; A; A61P37/06; A61P37/02; A61P37/00; A61P35/00; A61P29/00; A61P17/10; A61P17/00; A61P21/02; A61P21/00; A61P17/02; A61P17/14; A61K31/5375; A61K31/535; A61K31/395; A61K31/33; A61K31/00; A61K; A61K31/426; A61K31/425; A61K31/41; C07D295/185; C07D295/182; C07D295/18; C07D295/16; C07D295/00; C07D; C07; C; C07C59/90; C07C59/76; C07C59/40; C07C59/00; C07C; C07C235/78; C07C235/76; C07C235/72; C07C235/70; C07C235/00; A61K31/16; C07D277/46; C07D277/44; C07D277/38; C07D277/32; C07D277/20; C07D277/02; C07D277/00; A61K31/121; A61K31/12; C07C49/255; C07C49/20; C07C49/00; C07C69/738; C07C69/73; C07C69/66; C07C69/00,A61P5/28; A61P5/24; A61P5/00; A61P; A61; A; A61P37/06; A61P37/02; A61P37/00; A61P35/00; A61P29/00; A61P17/10; A61P17/00; A61P21/02; A61P21/00; A61P17/02; A61P17/14; A61K31/5375; A61K31/535; A61K31/395; A61K31/33; A61K31/00; A61K; A61K31/426; A61K31/425; A61K31/41; C07D295/185; C07D295/182; C07D295/18; C07D295/16; C07D295/00; C07D; C07; C; C07C59/90; C07C59/76; C07C59/40; C07C59/00; C07C; C07C235/78; C07C235/76; C07C235/72; C07C235/70; C07C235/00; A61K31/16; C07D277/46; C07D277/44; C07D277/38; C07D277/32; C07D277/20; C07D277/02; C07D277/00; A61K31/121; A61K31/12; C07C49/255; C07C49/20; C07C49/00; C07C69/738; C07C69/73; C07C69/66; C07C69/00,compound; pharmaceutical composition; androgen receptor; aromatic; related medical; compounds; group; och; cancer; condition,https://patents.google.com/patent/JP6392752B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6393230-B2,Object detection method and image search system,,Published granted patent (Second level),Japan,G06V10/42; G06F16/5854; G06V10/42; G06V10/758; G06F16/53; G06V40/169; G06V40/169; G06V10/758; G06V40/171; G06V40/172; G06F16/5854; G06F16/50; G06F16/00; G06F16/50; G06F16/00; G06T7/68,G06V10/42; G06V10/40; G06V10/00; G06V; G06; G; G06F16/5854; G06F16/583; G06F16/58; G06F16/50; G06F16/00; G06F; G06V10/758; G06V10/75; G06V10/74; G06V10/70; G06F16/53; G06V40/169; G06V40/168; G06V40/16; G06V40/10; G06V40/00; G06V40/171; G06V40/172; G06T7/68; G06T7/60; G06T7/00; G06T,G06V10/42; G06V10/40; G06V10/00; G06V; G06; G; G06F16/5854; G06F16/583; G06F16/58; G06F16/50; G06F16/00; G06F; G06V10/758; G06V10/75; G06V10/74; G06V10/70; G06F16/53; G06V40/169; G06V40/168; G06V40/16; G06V40/10; G06V40/00; G06V40/171; G06V40/172; G06T7/68; G06T7/60; G06T7/00; G06T,image; feature amount; symmetry; detection method; object detection; partial region; region; extracted; feature; area,https://patents.google.com/patent/JP6393230B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6396588-B2,Harmonization of inter-component prediction and adaptive color conversion in video coding.,,Published granted patent (Second level),Japan,H04N9/75; H04N19/176; H04N19/85; H04N19/176; H04N9/642; H04N19/61; H04N19/60; H04N19/186; H04N19/50; H04N19/60; H04N19/50; H04N19/186; H04N19/60; G06T9/20; H04N19/85; H04N19/136; H04N19/85; H04N19/186; H04N19/50; H04N19/61; H04N19/61; H04N19/186; H04N9/75; H04N9/642; H04N19/136; H04N19/85; H04N19/61; H04N19/50; G06T9/20; H04N19/176; H04N23/661; H04N19/176,H04N9/75; H04N9/74; H04N9/64; H04N9/00; H04N; H04; H; H04N19/176; H04N19/17; H04N19/169; H04N19/10; H04N19/00; H04N19/85; H04N9/642; H04N19/61; H04N19/60; H04N19/186; H04N19/50; G06T9/20; G06T9/00; G06T; G06; G; H04N19/136; H04N19/134; H04N23/661; H04N23/66; H04N23/60; H04N23/00,H04N9/75; H04N9/74; H04N9/64; H04N9/00; H04N; H04; H; H04N19/176; H04N19/17; H04N19/169; H04N19/10; H04N19/00; H04N19/85; H04N9/642; H04N19/61; H04N19/60; H04N19/186; H04N19/50; G06T9/20; G06T9/00; G06T; G06; G; H04N19/136; H04N19/134; H04N23/661; H04N23/66; H04N23/60; H04N23/00,sample; residual; value; initial; chroma; luma; samples; modified; parameter; determining,https://patents.google.com/patent/JP6396588B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6396746-B2,Brake control device for bar handle vehicle,,Published granted patent (Second level),Japan,,,,mounting hole; bar handle; reservoir tank; pump; valve; handle vehicle; outlet; control device; hole; brake control,https://patents.google.com/patent/JP6396746B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6397332-B2,Sodium secondary battery,,Published granted patent (Second level),Japan,H01M4/525; H01M10/0569; H01M10/0568; H01M2300/0034; H01M10/0569; H01M4/525; Y02E60/10; H01M10/054; H01M2300/0034; H01M10/0568; H01M10/0567; H01M10/0569; H01M10/0567; H01M2300/0025; H01M10/054; H01M10/0568; H01M10/054; H01M4/525; H01M2300/0034; H01M10/0567; H01M4/485,H01M4/525; H01M4/52; H01M4/48; H01M4/36; H01M4/02; H01M4/00; H01M; H01; H; H01M10/0569; H01M10/0566; H01M10/0564; H01M10/056; H01M10/05; H01M10/00; H01M10/0568; H01M2300/0034; H01M2300/0028; H01M2300/0025; H01M2300/0017; H01M2300/00; Y02E60/10; Y02E60/00; Y02E; Y02; Y; H01M10/054; H01M10/0567; H01M4/485,H01M4/525; H01M4/52; H01M4/48; H01M4/36; H01M4/02; H01M4/00; H01M; H01; H; H01M10/0569; H01M10/0566; H01M10/0564; H01M10/056; H01M10/05; H01M10/00; H01M10/0568; H01M2300/0034; H01M2300/0028; H01M2300/0025; H01M2300/0017; H01M2300/00; Y02E60/10; Y02E60/00; Y02E; Y02; Y; H01M10/054; H01M10/0567; H01M4/485,sif; group; sodium; secondary battery; och; aqueous electrolyte; carbon atoms; sodium secondary; positive electrode; chf,https://patents.google.com/patent/JP6397332B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6397856-B2,Data broadcast using broadcast preparation message,,Published granted patent (Second level),Japan,H04L1/0003; H04L27/2601; H04L27/10; H04L27/0008; H04L5/06; H04W74/085,H04L1/0003; H04L1/0002; H04L1/0001; H04L1/00; H04L; H04; H; H04L27/2601; H04L27/26; H04L27/00; H04L27/10; H04L27/0008; H04L5/06; H04L5/02; H04L5/00; H04W74/085; H04W74/0841; H04W74/0833; H04W74/08; H04W74/00; H04W,H04L1/0003; H04L1/0002; H04L1/0001; H04L1/00; H04L; H04; H; H04L27/2601; H04L27/26; H04L27/00; H04L27/10; H04L27/0008; H04L5/06; H04L5/02; H04L5/00; H04W74/085; H04W74/0841; H04W74/0833; H04W74/08; H04W74/00; H04W,data; broadcast; channel; message; control channel; node; computing device; nodes; broadcasting; network computing,https://patents.google.com/patent/JP6397856B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6398148-B2,Image display device,,Published granted patent (Second level),Japan,,,,film; retardation; layer; image display; polarizer; degrees; resin; less; display device; oriented,https://patents.google.com/patent/JP6398148B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6398181-B2,Ubiquinol-rich gel composition,,Published granted patent (Second level),Japan,,,,ubiquinol; water; weight; gel; gel composition; composition; gelatin; present; examples; sugar,https://patents.google.com/patent/JP6398181B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6400985-B2,Electronic element mounting substrate and electronic device,,Published granted patent (Second level),Japan,H10W72/5445; H10W90/754,H10W72/5445; H10W72/541; H10W72/50; H10W72/00; H10W; H10; H; H10W90/754; H10W90/751; H10W90/701; H10W90/00,H10W72/5445; H10W72/541; H10W72/50; H10W72/00; H10W; H10; H; H10W90/754; H10W90/751; H10W90/701; H10W90/00,metal plate; electronic element; wiring board; electronic device; electronic; element mounting; hole; mounting substrate; bonding material; wiring,https://patents.google.com/patent/JP6400985B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6402241-B2,Acoustic wave image generating apparatus and method,,Published granted patent (Second level),Japan,A61B8/0841; A61B8/4461; A61B8/14; A61B34/20; A61B2034/2063; A61B8/463; A61B8/5207; A61B8/4477; G01S15/8995; G01S15/8927; G01S15/8915; A61B8/4488; A61B8/0841; A61B8/4461,A61B8/0841; A61B8/0833; A61B8/08; A61B8/00; A61B; A61; A; A61B8/4461; A61B8/4444; A61B8/44; A61B8/14; A61B8/13; A61B34/20; A61B34/00; A61B2034/2063; A61B2034/2046; A61B8/463; A61B8/461; A61B8/46; A61B8/5207; A61B8/52; A61B8/4477; G01S15/8995; G01S15/8906; G01S15/89; G01S15/88; G01S15/00; G01S; G01; G; G01S15/8927; G01S15/8915; G01S15/8909; A61B8/4488; A61B8/4483,A61B8/0841; A61B8/0833; A61B8/08; A61B8/00; A61B; A61; A; A61B8/4461; A61B8/4444; A61B8/44; A61B8/14; A61B8/13; A61B34/20; A61B34/00; A61B2034/2063; A61B2034/2046; A61B8/463; A61B8/461; A61B8/46; A61B8/5207; A61B8/52; A61B8/4477; G01S15/8995; G01S15/8906; G01S15/89; G01S15/88; G01S15/00; G01S; G01; G; G01S15/8927; G01S15/8915; G01S15/8909; A61B8/4488; A61B8/4483,acoustic wave; ultrasonic; image; needle; image generation; transducers; echo; virtual reception; images; echo data,https://patents.google.com/patent/JP6402241B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6402759-B2,Amusement stand,,Published granted patent (Second level),Japan,,,,special; effect; color led; state; light emission; driver; full; light emitting; control unit; game,https://patents.google.com/patent/JP6402759B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6403027-B2,Screw compressor,,Published granted patent (Second level),Japan,F04C29/021; F04C2240/50; F04C2240/50; F04C2240/81; F04C18/16; F04C23/008; F04C2240/40; F04C29/021; F04C2270/21; F04C28/24; F04C2240/30; F04C18/16; F04C2240/81; F04C2270/21; F04C23/008,F04C29/021; F04C29/02; F04C29/00; F04C; F04; F; F04C2240/50; F04C2240/00; F04C2240/81; F04C2240/80; F04C18/16; F04C18/14; F04C18/12; F04C18/08; F04C18/00; F04C23/008; F04C23/00; F04C2240/40; F04C2270/21; F04C2270/00; F04C28/24; F04C28/00; F04C2240/30,F04C29/021; F04C29/02; F04C29/00; F04C; F04; F; F04C2240/50; F04C2240/00; F04C2240/81; F04C2240/80; F04C18/16; F04C18/14; F04C18/12; F04C18/08; F04C18/00; F04C23/008; F04C23/00; F04C2240/40; F04C2270/21; F04C2270/00; F04C28/24; F04C28/00; F04C2240/30,pressure; valve body; oil; oil supply; flow path; screw compressor; bearing; suction; discharge; passage,https://patents.google.com/patent/JP6403027B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
JP-6404427-B2,Game machine,,Published granted patent (Second level),Japan,,,,stop; main cpu; payout; bonus; time; gaming state; sub; data; game; combination,https://patents.google.com/patent/JP6404427B2,,,,,,,,Google Patents Public Data,LIVE_DATASET
